"year","statefip","age","sex","empstat","educ","wkswork1","uhrsworkly","incwage"
2010,"idaho",36,"male","at work","high school diploma or equivalent",52,40,20800
2017,"montana",23,"female","at work","bachelor's degree",45,20,2304
2010,"south carolina",49,"female","at work","bachelor's degree",52,40,20000
2000,"alabama",50,"female","at work","master's degree",52,40,23000
2017,"montana",36,"male","at work","bachelor's degree",52,40,36000
2000,"arizona",39,"male","at work","12th grade, no diploma",52,40,19000
2010,"oregon",41,"male","unemployed, experienced worker","high school diploma or equivalent",13,30,3000
2010,"new hampshire",18,"female","nilf, other","grade 11",15,35,2100
2017,"michigan",63,"female","at work","high school diploma or equivalent",52,32,15000
2017,"nebraska",53,"male","at work","bachelor's degree",52,50,460000
2017,"virginia",38,"female","at work","some college but no degree",52,29,23400
2000,"new jersey",39,"male","at work","high school diploma or equivalent",52,40,23680
2000,"california",37,"female","at work","grades 5 or 6",52,40,14000
2017,"kentucky",62,"male","at work","bachelor's degree",52,45,50000
2017,"texas",61,"female","at work","grade 10",2,40,600
2010,"florida",42,"male","at work","bachelor's degree",25,40,25000
2017,"iowa",33,"male","at work","bachelor's degree",52,40,50000
2017,"texas",41,"male","at work","master's degree",52,40,145000
2017,"new york",35,"female","at work","high school diploma or equivalent",52,40,62000
2010,"ohio",37,"female","at work","bachelor's degree",50,40,47000
2017,"alabama",32,"female","at work","bachelor's degree",52,50,66000
2000,"michigan",57,"male","at work","bachelor's degree",52,40,63000
2010,"district of columbia",36,"male","at work","grade 11",52,50,19000
2017,"new york",45,"male","at work","doctorate degree",52,48,380000
2017,"oklahoma",19,"male","has job, not at work last week","high school diploma or equivalent",52,20,5000
2010,"kentucky",20,"female","at work","some college but no degree",52,28,15840
2000,"montana",42,"male","at work","high school diploma or equivalent",52,40,25000
2010,"montana",25,"female","nilf, other","some college but no degree",8,16,850
2010,"minnesota",43,"male","at work","some college but no degree",52,40,30000
2010,"florida",35,"female","at work","high school diploma or equivalent",52,40,49000
2010,"illinois",27,"male","unemployed, experienced worker","bachelor's degree",24,40,27000
2010,"alabama",48,"female","at work","high school diploma or equivalent",52,40,15000
2017,"kansas",42,"female","at work","bachelor's degree",52,24,45000
2017,"oklahoma",49,"female","at work","high school diploma or equivalent",52,40,30000
2010,"north dakota",23,"female","at work","bachelor's degree",36,20,1000
2010,"north carolina",28,"male","at work","bachelor's degree",52,50,100000
2017,"colorado",34,"male","at work","grade 11",52,40,31616
2000,"pennsylvania",48,"female","at work","bachelor's degree",52,40,60000
2017,"north dakota",52,"male","at work","master's degree",52,45,250000
2017,"pennsylvania",51,"female","at work","bachelor's degree",35,38,13500
2000,"illinois",30,"female","at work","bachelor's degree",52,40,43000
2017,"new york",28,"male","at work","bachelor's degree",52,40,55000
2010,"ohio",44,"male","at work","bachelor's degree",52,53,60100
2000,"alabama",52,"female","at work","high school diploma or equivalent",52,35,3500
2017,"michigan",18,"male","at work","grade 11",48,15,300
2000,"wisconsin",19,"male","nilf, other","high school diploma or equivalent",52,37,9676
2017,"missouri",39,"male","at work","some college but no degree",52,60,59000
2017,"delaware",20,"female","at work","high school diploma or equivalent",52,40,55000
2017,"alabama",47,"female","at work","associate's degree, academic program",52,40,40000
2010,"california",37,"male","at work","doctorate degree",52,55,120000
2017,"new jersey",56,"male","has job, not at work last week","associate's degree, academic program",52,40,52000
2010,"oregon",33,"male","at work","high school diploma or equivalent",52,40,29640
2017,"texas",49,"female","at work","bachelor's degree",52,50,148000
2010,"new mexico",46,"male","at work","master's degree",52,40,50000
2017,"pennsylvania",22,"male","at work","high school diploma or equivalent",52,40,28000
2010,"nevada",20,"female","at work","high school diploma or equivalent",52,40,19002
2010,"colorado",42,"male","at work","high school diploma or equivalent",52,45,22000
2017,"illinois",55,"female","at work","bachelor's degree",52,45,190000
2017,"ohio",29,"female","at work","bachelor's degree",52,50,117000
2010,"rhode island",37,"female","at work","associate's degree, academic program",52,32,58000
2010,"oklahoma",52,"male","at work","some college but no degree",52,40,30000
2010,"california",41,"female","at work","some college but no degree",52,40,45000
2010,"california",20,"male","unemployed, experienced worker","grade 11",20,21,3360
2017,"california",40,"female","at work","high school diploma or equivalent",52,25,20000
2010,"oregon",28,"female","at work","some college but no degree",40,14,4400
2010,"rhode island",23,"male","at work","associate's degree, academic program",52,45,20800
2017,"california",44,"male","at work","high school diploma or equivalent",52,35,116002
2000,"vermont",30,"female","at work","some college but no degree",52,50,23500
2017,"illinois",20,"female","at work","high school diploma or equivalent",52,25,20000
2017,"district of columbia",44,"male","at work","professional school degree",52,35,105000
2017,"utah",36,"male","at work","some college but no degree",40,50,17000
2017,"district of columbia",31,"male","at work","master's degree",52,40,112000
2000,"nebraska",49,"female","nilf, unable to work","grade 11",32,40,3500
2017,"virginia",32,"female","at work","bachelor's degree",20,30,2000
2017,"florida",30,"male","has job, not at work last week","associate's degree, occupational/vocational program",52,40,45000
2017,"new york",53,"female","at work","high school diploma or equivalent",52,40,37500
2010,"new jersey",24,"male","at work","high school diploma or equivalent",52,40,20002
2010,"utah",50,"male","at work","12th grade, no diploma",52,40,19000
2010,"wyoming",54,"female","at work","some college but no degree",52,40,20002
2000,"missouri",33,"female","at work","high school diploma or equivalent",52,60,21000
2010,"rhode island",41,"male","unemployed, experienced worker","high school diploma or equivalent",8,31,6000
2000,"missouri",33,"male","at work","grade 10",52,40,28000
2017,"new hampshire",54,"male","at work","bachelor's degree",52,50,52000
2017,"vermont",39,"male","at work","associate's degree, occupational/vocational program",50,40,70000
2017,"missouri",52,"female","at work","high school diploma or equivalent",52,43,55000
2010,"north carolina",50,"female","at work","high school diploma or equivalent",52,40,10000
2010,"minnesota",34,"male","at work","some college but no degree",52,42,36000
2010,"new york",53,"female","has job, not at work last week","bachelor's degree",52,35,45000
2000,"massachusetts",46,"male","at work","bachelor's degree",52,45,53700
2000,"missouri",18,"male","at work","grade 11",12,10,128
2017,"new york",37,"female","at work","some college but no degree",52,20,39000
2017,"north dakota",46,"female","has job, not at work last week","high school diploma or equivalent",52,80,70000
2000,"colorado",22,"female","has job, not at work last week","high school diploma or equivalent",44,25,8000
2010,"south dakota",40,"female","at work","master's degree",52,50,122000
2010,"florida",22,"female","at work","some college but no degree",26,8,2200
2000,"georgia",30,"female","at work","bachelor's degree",52,50,22500
2010,"massachusetts",36,"male","at work","bachelor's degree",52,40,55000
2000,"california",33,"male","at work","associate's degree, academic program",52,40,30000
2010,"florida",28,"male","unemployed, experienced worker","some college but no degree",2,40,600
2000,"maryland",23,"female","at work","bachelor's degree",52,40,42000
2010,"maryland",50,"female","at work","some college but no degree",52,40,95000
2000,"nebraska",52,"male","at work","associate's degree, academic program",52,24,6000
2017,"indiana",38,"female","at work","bachelor's degree",18,24,3960
2017,"texas",35,"male","at work","associate's degree, occupational/vocational program",52,50,38400
2010,"florida",42,"female","at work","some college but no degree",52,40,25000
2000,"new jersey",50,"male","at work","associate's degree, academic program",52,40,42000
2000,"michigan",33,"female","at work","associate's degree, occupational/vocational program",18,46,5000
2017,"california",53,"male","at work","doctorate degree",52,50,340000
2010,"nebraska",43,"female","at work","12th grade, no diploma",52,35,24000
2017,"new jersey",27,"male","at work","high school diploma or equivalent",52,40,65000
2017,"missouri",31,"female","at work","bachelor's degree",40,40,33000
2017,"virginia",44,"female","at work","master's degree",44,40,157000
2010,"california",50,"female","at work","associate's degree, academic program",51,50,24224
2010,"washington",42,"female","at work","high school diploma or equivalent",52,30,8000
2017,"california",39,"male","at work","bachelor's degree",52,40,77000
2017,"new jersey",51,"female","at work","high school diploma or equivalent",52,45,75000
2010,"oregon",56,"male","at work","bachelor's degree",52,40,110000
2010,"florida",32,"male","at work","associate's degree, academic program",40,45,26000
2000,"texas",35,"male","at work","some college but no degree",52,40,39000
2000,"kansas",27,"male","at work","some college but no degree",52,40,30000
2000,"utah",21,"female","nilf, other","some college but no degree",38,25,5758
2010,"west virginia",25,"female","nilf, other","grade 9",1,16,120
2017,"new hampshire",56,"female","at work","bachelor's degree",52,45,65000
2010,"texas",40,"male","at work","high school diploma or equivalent",52,40,28000
2010,"wisconsin",39,"female","at work","bachelor's degree",52,35,40000
2000,"michigan",46,"male","at work","grades 7 or 8",52,65,50000
2000,"new york",40,"female","nilf, other","high school diploma or equivalent",2,40,800
2017,"oklahoma",46,"male","at work","professional school degree",52,40,55000
2000,"massachusetts",19,"male","at work","some college but no degree",52,16,9200
2017,"montana",26,"male","nilf, unable to work","grade 9",30,40,5887
2010,"new york",22,"female","unemployed, experienced worker","associate's degree, academic program",20,2,3500
